SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1,Cycle_Time, TCP_T_2,Averge_CT,Label
955,8/14/2022,52:57.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,1.11E+00,8.08E-03,-7.69E-02,-3.22E-01,3.86E-01,1.68E-01,-1.02E+00,-1.57E+00,-2.03E+00,1.80E+00,-1.34E+00,-4.13E-01,4.06E-01,2.39E-01,-6.06E-01,-2.43E+00,-1.54E+00,8.42E-01,1.29E+00,4.45E-01,-7.47E-01,1.22E-01,3.50E-02,2.96E-03,2.08E-01,3.06E-03,Normal
956,8/14/2022,52:57.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,1.06E+00,6.36E-04,-9.60E-03,-3.82E-01,3.76E-01,1.37E-01,-4.84E-01,-1.56E+00,-2.05E+00,1.62E+00,-1.15E+00,-3.39E-01,2.37E-01,4.92E-02,-2.84E-01,-2.46E+00,-2.63E+00,6.95E-01,-9.13E-01,-2.49E-01,-1.11E+00,7.21E-02,1.02E-02,2.76E-03,2.48E-01,3.08E-03,Normal
957,8/14/2022,52:58.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,7.49E-02,-9.63E-04,-1.29E-01,-4.95E-03,1.33E-01,9.63E-03,-3.35E-01,-1.56E+00,-2.09E+00,1.57E+00,-1.06E+00,-3.18E-01,2.76E-01,-5.60E-02,-6.23E-01,-1.88E+00,-3.18E+00,6.48E-01,-1.66E+00,5.93E-02,-2.30E+00,5.61E-02,3.95E-02,2.30E-03,2.51E-01,3.08E-03,Normal
958,8/14/2022,52:58.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,3.76E-03,-7.56E-05,-3.45E-02,1.10E-02,2.36E-02,5.83E-04,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,1.10E-01,1.29E-02,-6.83E-01,-9.54E-01,-3.34E+00,6.64E-01,-2.39E+00,-3.99E-01,3.54E-02,6.75E-02,-2.32E-02,2.39E-03,2.43E-01,3.09E-03,Normal
959,8/14/2022,52:59.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,6.22E-02,1.28E-01,-2.17E-01,-1.38E+00,-3.74E+00,4.90E-01,-9.61E-01,9.91E-01,2.39E+00,1.89E-01,-1.78E-01,3.85E-03,2.62E-01,3.18E-03,Normal
960,8/14/2022,52:59.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-4.89E-03,9.63E-05,4.50E-02,-1.47E-02,-3.03E-02,-7.58E-04,-3.14E-01,-1.56E+00,-2.14E+00,1.57E+00,-1.02E+00,-3.16E-01,1.34E-02,1.51E-01,-1.54E-01,-2.57E+00,-5.42E+00,-1.74E-01,-4.01E+00,-1.50E+00,-1.53E+00,-1.48E-01,1.20E-01,2.30E-03,-2.32E-01,3.08E-03,Normal
961,8/14/2022,53:00.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,-2.39E-03,4.50E-05,2.22E-02,-7.67E-03,-1.45E-02,-3.72E-04,-3.15E-01,-1.56E+00,-2.13E+00,1.57E+00,-1.03E+00,-3.16E-01,-2.12E-01,2.15E-01,-2.68E-01,-2.42E+00,-5.40E+00,-2.50E-01,-4.05E+00,-1.70E+00,-2.11E+00,-1.30E-01,1.49E-01,2.57E-03,-2.40E-01,3.16E-03,Normal
962,8/14/2022,53:00.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-3.15E-02,6.23E-03,-2.72E-02,3.81E-01,-3.51E-01,7.97E-03,-3.37E-01,-1.56E+00,-2.06E+00,1.59E+00,-1.11E+00,-3.20E-01,-3.26E-01,7.75E-02,-5.20E-01,-2.49E-01,-4.94E+00,2.91E-01,-2.15E+00,-1.16E+00,-1.58E+00,-1.81E-01,1.14E-01,2.32E-03,-2.61E-01,3.01E-03,Normal
963,8/14/2022,53:01.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,3.92E-02,8.44E-03,-1.23E-01,4.71E-01,-3.47E-01,2.83E-02,-3.33E-01,-1.56E+00,-2.10E+00,1.72E+00,-1.20E+00,-3.15E-01,3.08E-01,3.65E-01,-2.59E-01,-8.84E-01,-4.75E+00,7.23E-01,-3.52E+00,-9.27E-01,-3.21E+00,-9.55E-02,2.21E-01,3.18E-03,-2.52E-02,2.99E-03,Normal
964,8/14/2022,53:01.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,4.63E-02,7.99E-03,-5.74E-02,4.04E-01,-3.45E-01,3.62E-02,-3.01E-01,-1.56E+00,-2.18E+00,2.06E+00,-1.46E+00,-2.92E-01,2.22E-01,2.38E-01,-6.78E-01,-9.06E-01,-3.57E+00,7.77E-01,-3.09E+00,-1.28E+00,-3.69E+00,-1.51E-01,2.21E-01,3.39E-03,-3.98E-02,2.80E-03,Normal
965,8/14/2022,53:02.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,5.87E-02,8.07E-03,4.89E-03,3.74E-01,-3.78E-01,4.87E-02,-2.73E-01,-1.55E+00,-2.18E+00,2.25E+00,-1.65E+00,-2.69E-01,4.31E-01,3.35E-01,1.38E-01,-6.61E-01,-2.87E+00,8.16E-01,-2.62E+00,-1.28E+00,-3.76E+00,-9.22E-02,2.84E-01,2.94E-03,-4.43E-02,2.80E-03,Normal
966,8/14/2022,53:02.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,7.71E-02,-3.68E-02,-4.50E-01,1.90E-01,2.52E-01,6.97E-02,-2.26E-01,-1.56E+00,-2.21E+00,2.42E+00,-1.79E+00,-2.27E-01,8.88E-02,-3.03E-01,-5.12E-01,-1.20E+00,6.65E-02,6.64E-01,-4.95E+00,-1.72E+00,-3.68E+00,-1.11E-01,2.68E-01,2.33E-03,-1.75E-03,2.76E-03,Normal
967,8/14/2022,53:03.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,1.90E-03,-7.77E-04,-3.42E-02,1.30E-02,2.12E-02,1.64E-03,-2.11E-01,-1.56E+00,-2.30E+00,2.45E+00,-1.74E+00,-2.14E-01,3.26E-01,-3.59E-01,-3.69E-01,-1.21E+00,-1.81E-01,5.02E-01,-3.74E+00,-1.26E+00,-2.12E+00,-1.23E-01,1.68E-01,2.89E-03,-3.21E-02,2.82E-03,Normal
968,8/14/2022,53:03.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,4.95E-03,-2.04E-03,-9.07E-02,3.25E-02,5.80E-02,4.27E-03,-2.10E-01,-1.56E+00,-2.31E+00,2.46E+00,-1.73E+00,-2.13E-01,2.52E-01,-3.26E-01,-2.89E-01,-1.24E+00,-5.27E-01,5.71E-01,-3.57E+00,-1.66E+00,-2.34E+00,-1.49E-01,1.47E-01,2.33E-03,-2.34E-02,2.81E-03,Normal
969,8/14/2022,53:04.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,5.23E-04,-2.17E-04,-9.68E-03,3.34E-03,6.31E-03,4.50E-04,-2.08E-01,-1.56E+00,-2.35E+00,2.47E+00,-1.70E+00,-2.11E-01,2.45E-01,-1.01E-01,-6.31E-01,-9.04E-01,-5.54E-01,6.67E-01,-1.18E+00,-1.02E+00,-1.50E-01,-1.78E-01,2.01E-02,2.20E-03,-3.51E-02,2.65E-03,Normal
970,8/14/2022,53:04.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-2.10E-03,4.71E-04,3.71E-01,-1.47E-01,-2.25E-01,-5.48E-04,-2.09E-01,-1.56E+00,-2.27E+00,2.44E+00,-1.75E+00,-2.11E-01,-8.36E-02,5.12E-02,-5.12E-03,-2.16E+00,-1.56E+00,7.91E-02,1.13E+00,-3.28E-02,-1.16E-02,9.24E-03,4.23E-02,2.41E-03,-1.55E-01,2.66E-03,Normal
971,8/14/2022,53:05.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.17E+00,7.89E-04,2.93E-01,-1.05E-01,-1.72E-01,-1.67E-01,-4.21E-01,-1.56E+00,-2.18E+00,2.41E+00,-1.81E+00,-2.42E-01,-3.96E-01,2.78E-02,2.19E-01,-2.23E+00,-1.86E+00,-8.97E-01,3.78E-01,-1.18E+00,1.96E+00,-1.80E-02,-5.81E-02,2.24E-03,-2.51E-01,2.62E-03,Normal
972,8/14/2022,53:05.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.16E+00,-8.44E-03,2.67E-01,-1.27E-01,-1.27E-01,-1.59E-01,-1.01E+00,-1.57E+00,-2.04E+00,2.35E+00,-1.88E+00,-3.24E-01,-4.01E-01,-2.82E-01,-1.94E-01,-2.56E+00,-1.43E+00,-7.71E-01,2.21E+00,-3.83E-01,-8.51E-01,1.30E-02,7.67E-03,2.21E-03,-2.91E-01,2.61E-03,Normal
973,8/14/2022,53:06.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.15E+00,-1.43E-02,2.41E-01,-1.40E-01,-9.28E-02,-1.52E-01,-1.59E+00,-1.57E+00,-1.92E+00,2.28E+00,-1.93E+00,-4.01E-01,-3.46E-01,-2.30E-01,-2.19E-01,-2.56E+00,-1.45E+00,-8.55E-01,4.05E+00,-9.71E-01,1.56E+00,2.70E-02,-4.04E-02,2.27E-03,-3.06E-01,2.52E-03,Normal
974,8/14/2022,53:06.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.15E+00,-1.62E-02,1.99E-01,-1.55E-01,-4.97E-02,-1.46E-01,-2.16E+00,-1.58E+00,-1.81E+00,2.21E+00,-1.96E+00,-4.74E-01,-4.55E-01,-3.53E-01,-1.26E-01,-2.71E+00,-1.09E+00,-8.07E-01,2.05E+00,-7.02E-02,2.40E-01,6.22E-02,1.43E-02,2.32E-03,-2.52E-01,2.41E-03,Normal
975,8/14/2022,53:07.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.15E+00,-1.09E-02,1.73E-01,-1.64E-01,-2.39E-02,-1.45E-01,-2.74E+00,-1.59E+00,-1.72E+00,2.13E+00,-1.98E+00,-5.48E-01,-3.15E-01,-2.80E-01,-3.14E-01,-2.68E+00,-1.36E+00,-8.34E-01,5.60E-01,6.24E-01,6.53E-01,2.68E-02,2.08E-02,5.22E-03,-2.04E-01,2.64E-03,Normal
976,8/14/2022,53:07.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.34E+00,-1.11E-03,3.64E-01,-3.99E-01,1.19E-02,-3.26E-01,-3.33E+00,-1.59E+00,-1.61E+00,2.02E+00,-1.99E+00,-6.41E-01,-4.78E-01,-2.64E-01,-2.59E-02,-2.53E+00,-1.92E+00,-1.65E+00,6.44E-01,2.44E+00,-4.47E+00,1.24E-01,1.39E-01,2.33E-03,-2.30E-01,2.64E-03,Normal
977,8/14/2022,53:08.3,1,1,1.00E+00,0,3,0,0,0,1,0,1,-1.62E+00,2.45E-02,2.49E-01,2.27E-01,-5.04E-01,-8.91E-01,-4.12E+00,-1.58E+00,-1.47E+00,2.06E+00,-2.19E+00,-1.03E+00,-4.34E-01,2.60E-01,-1.64E-01,-1.49E+00,-8.66E-01,-2.27E+00,1.90E+00,-2.81E+00,-2.38E+00,-8.00E-02,2.87E-02,2.93E-03,-2.85E-01,2.65E-03,Normal
978,8/14/2022,53:08.8,1,1,1.00E+00,0,3,0,0,0,1,0,1,-3.88E-01,1.16E-02,4.80E-02,1.35E-02,-6.10E-02,-3.88E-01,-4.69E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.55E+00,-2.54E-01,2.02E-01,-2.15E-01,-1.45E+00,3.11E-01,-1.79E-01,3.16E+00,4.97E-01,-1.80E-01,7.45E-02,-4.05E-02,2.41E-03,-2.89E-01,2.65E-03,Normal
979,8/14/2022,53:09.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.25E-01,1.69E-01,-1.80E-02,-1.53E+00,5.87E-01,-2.57E-01,2.54E+00,-3.00E-01,-2.80E-01,5.28E-02,-4.26E-02,2.78E-03,-2.76E-01,2.71E-03,Normal
980,8/14/2022,53:09.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.47E-02,1.34E-01,-5.33E-02,-1.68E+00,5.41E-01,-2.86E-01,2.48E+00,-1.76E-01,-3.55E-01,5.41E-02,-4.04E-02,2.41E-03,-2.75E-01,2.71E-03,Normal
981,8/14/2022,53:10.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.70E-02,1.01E-01,-2.15E-02,-1.70E+00,5.21E-01,-2.71E-01,2.60E+00,-2.97E-01,-4.56E-01,5.20E-02,-3.95E-02,2.34E-03,-2.72E-01,2.72E-03,Normal
982,8/14/2022,53:10.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.04E-01,1.37E-01,-9.15E-03,-1.79E+00,6.18E-01,-2.36E-01,2.42E+00,-2.24E-01,-3.32E-01,5.16E-02,-3.47E-02,2.33E-03,-2.72E-01,2.73E-03,Normal
983,8/14/2022,53:11.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.75E-02,1.31E-01,-2.06E-02,-1.72E+00,5.10E-01,-2.46E-01,2.61E+00,-1.77E-01,-3.32E-01,5.21E-02,-3.44E-02,3.21E-03,-2.69E-01,2.83E-03,Normal
984,8/14/2022,53:11.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.60E-02,1.23E-01,-2.08E-02,-1.80E+00,4.99E-01,-2.67E-01,2.52E+00,-6.93E-01,-9.27E-02,6.32E-02,-2.63E-02,2.36E-03,-2.64E-01,2.83E-03,Normal
985,8/14/2022,53:12.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.37E-02,1.30E-01,-3.97E-02,-1.85E+00,5.82E-01,-2.08E-01,2.44E+00,-6.01E-01,-1.43E-01,6.19E-02,-2.78E-02,2.66E-03,-2.63E-01,2.58E-03,Normal
986,8/14/2022,53:12.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.68E-02,1.06E-01,-4.47E-02,-1.78E+00,4.89E-01,-2.85E-01,2.22E+00,-6.50E-01,-1.16E-01,6.10E-02,-2.74E-02,2.68E-03,-2.60E-01,2.61E-03,Normal
987,8/14/2022,53:13.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.02E-01,1.19E-01,-5.81E-02,-1.81E+00,5.98E-01,-2.72E-01,2.54E+00,-2.19E-01,-3.03E-01,5.32E-02,-3.35E-02,3.11E-03,-2.63E-01,2.63E-03,Normal
988,8/14/2022,53:13.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.40E-02,1.28E-01,-6.02E-02,-1.75E+00,5.92E-01,-2.24E-01,2.59E+00,-2.65E-01,-2.22E-01,5.35E-02,-3.21E-02,1.81E-03,-2.63E-01,2.57E-03,Normal
989,8/14/2022,53:14.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.48E-02,1.48E-01,-6.27E-02,-1.80E+00,5.67E-01,-2.50E-01,2.57E+00,-1.96E-01,-5.20E-01,5.03E-02,-3.89E-02,2.87E-03,-2.71E-01,2.58E-03,Normal
990,8/14/2022,53:14.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.93E-02,1.39E-01,-5.91E-02,-1.81E+00,5.00E-01,-2.45E-01,2.69E+00,-2.41E-02,-5.94E-01,4.81E-02,-3.91E-02,1.77E-03,-2.74E-01,2.51E-03,Normal
991,8/14/2022,53:15.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.25E-02,1.02E-01,-6.29E-02,-1.80E+00,5.92E-01,-2.84E-01,2.60E+00,-4.55E-02,-5.62E-01,4.86E-02,-3.92E-02,2.30E-03,-2.69E-01,2.51E-03,Normal
992,8/14/2022,53:15.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.52E-02,1.15E-01,-5.28E-02,-1.78E+00,5.72E-01,-2.18E-01,2.39E+00,-3.64E-01,-3.41E-01,5.49E-02,-3.06E-02,2.23E-03,-2.62E-01,2.50E-03,Normal
993,8/14/2022,53:16.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-3.83E-02,1.42E-01,-4.08E-02,-1.80E+00,6.18E-01,-2.35E-01,2.47E+00,-3.95E-01,-4.38E-01,5.49E-02,-3.42E-02,3.93E-03,-2.62E-01,2.57E-03,Normal
994,8/14/2022,53:16.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.99E-02,1.24E-01,-5.70E-02,-1.75E+00,6.08E-01,-1.63E-01,2.47E+00,-4.70E-01,-2.14E-01,5.89E-02,-2.62E-02,2.32E-03,-2.58E-01,2.57E-03,Normal
995,8/14/2022,53:17.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.87E-02,9.56E-02,-6.22E-02,-1.78E+00,5.87E-01,-2.18E-01,2.50E+00,-4.53E-01,-8.71E-02,5.98E-02,-2.43E-02,2.26E-03,-2.56E-01,2.53E-03,Normal
996,8/14/2022,53:17.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.19E-02,1.19E-01,-6.05E-02,-1.83E+00,6.07E-01,-2.55E-01,2.53E+00,-1.26E-01,-2.30E-01,5.10E-02,-3.16E-02,3.45E-03,-2.59E-01,2.60E-03,Normal
997,8/14/2022,53:18.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.93E-02,1.33E-01,-5.68E-02,-1.80E+00,5.46E-01,-2.08E-01,2.56E+00,-6.16E-02,-3.97E-01,5.02E-02,-3.64E-02,4.01E-03,-2.70E-01,2.69E-03,Normal
998,8/14/2022,53:18.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.27E-02,1.05E-01,-7.37E-02,-1.73E+00,5.61E-01,-1.99E-01,2.79E+00,-1.32E-01,-5.86E-01,5.11E-02,-3.56E-02,3.72E-03,-2.69E-01,2.88E-03,Normal
999,8/14/2022,53:19.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.77E-02,1.09E-01,-4.40E-02,-1.81E+00,5.82E-01,-2.23E-01,2.56E+00,-1.85E-01,-4.01E-01,5.13E-02,-3.31E-02,2.16E-03,-2.60E-01,2.81E-03,Normal
1000,8/14/2022,53:19.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.60E-02,1.09E-01,-3.26E-02,-1.86E+00,5.67E-01,-1.89E-01,2.28E+00,-7.16E-01,-2.45E-01,6.43E-02,-2.93E-02,3.87E-03,-2.57E-01,3.02E-03,Normal
1001,8/14/2022,53:20.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.71E-02,1.37E-01,-2.48E-02,-1.77E+00,6.23E-01,-2.71E-01,2.36E+00,-5.64E-01,-1.21E-01,5.93E-02,-2.44E-02,2.31E-03,-2.53E-01,3.03E-03,Normal
1002,8/14/2022,53:20.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.81E-02,1.26E-01,-2.34E-02,-1.79E+00,6.23E-01,-2.57E-01,2.28E+00,-2.33E-01,-1.25E-01,5.21E-02,-2.46E-02,3.18E-03,-2.60E-01,3.12E-03,Normal
1003,8/14/2022,53:21.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.67E-02,1.07E-01,-2.66E-02,-1.75E+00,5.77E-01,-2.36E-01,2.30E+00,-3.37E-01,-3.14E-01,5.60E-02,-3.04E-02,2.26E-03,-2.62E-01,2.95E-03,Normal
1004,8/14/2022,53:21.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.07E-02,1.25E-01,-4.13E-02,-1.78E+00,5.62E-01,-2.07E-01,2.49E+00,-4.85E-02,-3.64E-01,4.88E-02,-2.89E-02,2.83E-03,-2.70E-01,3.01E-03,Normal
1005,8/14/2022,53:22.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.96E-02,1.01E-01,-5.00E-02,-1.73E+00,5.87E-01,-1.89E-01,2.36E+00,-3.32E-01,-1.64E-01,5.52E-02,-2.57E-02,3.48E-03,-2.59E-01,3.13E-03,Normal
1006,8/14/2022,53:22.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.95E-02,1.08E-01,-5.42E-02,-1.69E+00,5.82E-01,-1.68E-01,2.30E+00,-3.54E-01,-2.29E-01,5.49E-02,-2.57E-02,2.35E-03,-2.59E-01,3.02E-03,Normal
1007,8/14/2022,53:23.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.62E-02,8.14E-02,-8.23E-02,-1.74E+00,5.41E-01,-2.31E-01,2.52E+00,-1.43E-01,-2.32E-01,4.98E-02,-2.79E-02,2.34E-03,-2.59E-01,2.85E-03,Normal
1008,8/14/2022,53:23.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.22E-02,1.10E-01,-6.39E-02,-1.73E+00,5.86E-01,-2.24E-01,2.28E+00,-3.61E-01,-1.47E-01,5.54E-02,-2.47E-02,3.86E-03,-2.56E-01,2.86E-03,Normal
1009,8/14/2022,53:24.3,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.35E-02,1.27E-01,-4.86E-02,-1.74E+00,5.71E-01,-2.22E-01,2.38E+00,-1.82E-01,-3.59E-01,5.38E-02,-3.17E-02,2.25E-03,-2.54E-01,2.87E-03,Normal
1010,8/14/2022,53:24.8,1,1,1.00E+00,0,3,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.50E-02,1.08E-01,-5.18E-02,-1.76E+00,6.13E-01,-2.16E-01,2.53E+00,-3.23E-01,-3.87E-01,5.70E-02,-2.98E-02,3.37E-03,-2.59E-01,2.82E-03,Normal
