SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1, TCP_T_2,Label
711,8/14/2022,50:55.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,1.59E-01,1.34E-01,-1.76E-01,-1.37E+00,-3.32E+00,5.77E-01,-1.33E+00,-2.84E+00,3.50E+00,-3.34E-01,-2.30E-01,2.42E-01,Normal
712,8/14/2022,50:55.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-2.56E-02,5.14E-04,8.26E-02,-2.73E-03,-7.94E-02,-4.82E-03,-3.17E-01,-1.56E+00,-2.14E+00,1.58E+00,-1.02E+00,-3.17E-01,-3.63E-01,1.62E-01,-1.68E-02,-2.53E+00,-6.62E+00,-4.49E-01,-1.49E+00,-5.98E-01,8.75E-01,-1.18E-02,-3.64E-02,-2.27E-01,Normal
713,8/14/2022,50:56.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-7.93E-01,1.07E-03,9.76E-02,2.86E-01,-3.72E-01,-1.10E-01,-6.20E-01,-1.56E+00,-2.05E+00,1.67E+00,-1.20E+00,-3.57E-01,-3.38E-01,-2.73E-02,-2.48E-01,-1.02E+00,-4.95E+00,-1.01E+00,6.58E-01,-2.47E-01,1.36E-01,-2.35E-02,-2.13E-02,-2.67E-01,Normal
714,8/14/2022,50:56.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.12E+00,-9.95E-03,9.65E-02,3.04E-01,-3.90E-01,-1.78E-01,-1.16E+00,-1.57E+00,-2.02E+00,1.84E+00,-1.39E+00,-4.36E-01,-4.47E-01,-2.72E-01,-3.12E-01,-1.02E+00,-4.02E+00,-7.75E-01,3.03E+00,-3.72E-01,3.11E-01,2.01E-02,-2.88E-02,-2.85E-01,Normal
715,8/14/2022,50:57.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.16E+00,-1.46E-02,1.71E-01,2.34E-01,-4.03E-01,-2.30E-01,-1.45E+00,-1.57E+00,-1.99E+00,1.91E+00,-1.49E+00,-4.84E-01,-3.21E-01,-4.03E-01,-8.36E-02,-1.22E+00,-3.58E+00,-9.83E-01,3.71E+00,-1.70E-01,7.26E-01,5.45E-02,1.07E-02,-2.88E-01,Normal
716,8/14/2022,50:57.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.32E+00,-1.47E-02,2.56E-01,1.75E-01,-4.41E-01,-3.25E-01,-2.35E+00,-1.58E+00,-1.85E+00,2.07E+00,-1.80E+00,-6.76E-01,-4.39E-01,-3.18E-01,-3.26E-02,-1.23E+00,-2.31E+00,-1.25E+00,2.30E+00,-1.97E+00,1.94E+00,-1.46E-02,-9.20E-02,-2.22E-01,Normal
717,8/14/2022,50:58.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.44E+00,-7.07E-03,3.17E-01,1.00E-01,-4.38E-01,-4.39E-01,-3.06E+00,-1.59E+00,-1.69E+00,2.13E+00,-2.02E+00,-8.83E-01,-4.55E-01,-7.28E-02,-8.00E-02,-1.29E+00,-1.31E+00,-1.46E+00,2.73E-01,-8.84E-01,1.50E+00,4.97E-04,-4.63E-02,-2.09E-01,Normal
718,8/14/2022,50:58.8,1,1,1.00E+00,0,2,0,0,0,0,0,0,-1.73E+00,2.21E-02,3.59E-01,-3.53E-02,-3.49E-01,-7.28E-01,-3.87E+00,-1.58E+00,-1.52E+00,2.14E+00,-2.22E+00,-1.19E+00,-5.04E-01,9.93E-02,-1.91E-01,-2.73E+00,-4.77E-01,-1.85E+00,1.62E+00,1.89E+00,-1.26E+00,1.33E-01,9.49E-03,-2.58E-01,Normal
719,8/14/2022,50:59.3,1,1,1.00E+00,0,2,0,0,0,0,0,0,-6.98E-01,1.53E-02,1.15E-01,-4.30E-02,-7.38E-02,-3.36E-01,-4.30E+00,-1.57E+00,-1.43E+00,2.13E+00,-2.29E+00,-1.38E+00,-4.88E-01,7.10E-02,-1.02E-01,-2.66E+00,9.03E-02,-1.84E+00,1.52E+00,-2.15E+00,-3.74E-01,2.01E-02,-1.72E-02,-2.73E-01,Normal
720,8/14/2022,50:59.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.25E-01,2.26E-01,5.42E-02,-2.00E+00,7.63E-01,-1.90E-01,2.70E+00,-3.57E-01,-2.86E-01,5.42E-02,-3.54E-02,-2.72E-01,Normal
721,8/14/2022,51:00.3,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.00E-02,1.41E-01,-5.94E-02,-2.26E+00,5.09E-01,-2.65E-01,2.83E+00,-3.66E-01,-1.42E-01,6.14E-02,-3.37E-02,-2.67E-01,Normal
722,8/14/2022,51:00.8,1,1,1.00E+00,0,2,0,0,0,1,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.36E-02,1.30E-01,-5.34E-02,-2.28E+00,5.61E-01,-2.49E-01,2.94E+00,-3.33E-01,2.18E-02,5.72E-02,-2.89E-02,-2.66E-01,Normal
723,8/14/2022,51:01.3,1,1,1.00E+00,0,2,0,0,0,1,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.68E-02,1.42E-01,-8.77E-02,-2.25E+00,4.83E-01,-2.12E-01,2.90E+00,-3.20E-01,-1.76E-01,5.68E-02,-3.59E-02,-2.67E-01,Normal
724,8/14/2022,51:01.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.48E-02,1.43E-01,-6.34E-02,-2.25E+00,4.53E-01,-1.61E-01,2.87E+00,-5.03E-01,1.88E-01,6.54E-02,-2.63E-02,-2.61E-01,Normal
725,8/14/2022,51:02.3,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.93E-02,1.41E-01,-6.85E-02,-2.23E+00,4.79E-01,-1.65E-01,2.59E+00,-4.39E-01,1.38E-02,6.05E-02,-3.05E-02,-2.64E-01,Normal
726,8/14/2022,51:02.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.73E-02,1.39E-01,-4.59E-02,-2.25E+00,4.94E-01,-1.83E-01,2.77E+00,-3.44E-01,-8.17E-02,5.66E-02,-2.94E-02,-2.65E-01,Normal
727,8/14/2022,51:03.3,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.76E-02,1.34E-01,-6.12E-02,-2.23E+00,5.30E-01,-1.50E-01,2.66E+00,-2.86E-01,-8.11E-03,5.46E-02,-2.98E-02,-2.63E-01,Normal
728,8/14/2022,51:03.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.57E-02,1.31E-01,-7.14E-02,-2.28E+00,5.51E-01,-8.22E-02,2.69E+00,-6.19E-01,2.30E-01,6.15E-02,-2.31E-02,-2.54E-01,Normal
729,8/14/2022,51:04.3,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.03E-02,1.31E-01,-8.07E-02,-2.22E+00,5.51E-01,-1.28E-01,2.68E+00,-5.42E-01,1.44E-01,6.29E-02,-2.32E-02,-2.54E-01,Normal
730,8/14/2022,51:04.8,1,1,1.00E+00,0,2,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.56E-02,1.47E-01,-5.57E-02,-2.22E+00,5.45E-01,-1.08E-01,2.64E+00,-7.66E-01,2.00E-01,6.72E-02,-2.29E-02,-2.55E-01,Normal
731,8/14/2022,51:05.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.56E-02,1.28E-01,-7.51E-02,-2.22E+00,5.15E-01,-1.05E-01,2.72E+00,-5.97E-01,-5.12E-02,6.03E-02,-2.79E-02,-2.54E-01,Normal
732,8/14/2022,51:05.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.66E-02,1.18E-01,-8.07E-02,-2.23E+00,5.26E-01,-9.38E-02,2.82E+00,-4.88E-01,-1.89E-01,5.28E-02,-2.45E-02,-2.72E-01,Normal
733,8/14/2022,51:06.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.22E-01,5.89E-03,3.77E-01,5.76E-02,-4.34E-01,-1.16E+00,-4.79E+00,-1.56E+00,-1.25E+00,2.12E+00,-2.47E+00,-1.93E+00,-2.58E-01,9.74E-02,3.48E-02,-1.49E+00,4.67E-01,-3.05E+00,2.96E+00,-3.19E+00,1.42E+00,-5.43E-02,-5.38E-02,-2.82E-01,Normal
734,8/14/2022,51:06.8,1,1,1.00E+00,9060,3,0,0,1,1,0,1,-1.46E-01,4.18E-03,-7.67E-02,-1.92E-02,9.77E-02,-1.35E+00,-5.09E+00,-1.55E+00,-1.12E+00,2.11E+00,-2.59E+00,-2.80E+00,7.08E-03,2.19E-01,-5.22E-01,-2.49E+00,2.95E+00,-1.55E+00,2.40E+00,7.81E-01,-5.31E-01,-1.07E-02,-1.44E-03,-2.51E-01,Normal
735,8/14/2022,51:07.3,1,1,1.00E+00,9060,3,0,0,1,1,0,1,7.73E-01,-2.24E-02,-3.66E-01,-9.08E-02,4.53E-01,-1.98E-01,-4.81E+00,-1.56E+00,-1.29E+00,2.09E+00,-2.40E+00,-3.12E+00,2.65E-01,-3.85E-01,-3.57E-01,-2.69E+00,1.58E+00,-6.10E-01,2.62E+00,1.16E-01,-1.96E-01,-2.63E-02,-3.04E-02,-2.89E-02,Normal
736,8/14/2022,51:07.8,1,1,1.00E+00,9060,3,0,0,1,1,0,1,-9.40E-01,2.17E-02,-3.63E-03,5.83E-02,-4.16E-02,-9.39E-01,-4.86E+00,-1.56E+00,-1.34E+00,2.09E+00,-2.35E+00,-3.29E+00,-5.49E-01,2.66E-01,-5.09E-01,-1.47E+00,6.63E-01,-3.03E+00,3.15E+00,1.20E+00,-5.71E-01,2.30E-02,-4.65E-02,-2.89E-01,Normal
737,8/14/2022,51:08.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.63E-01,3.94E-03,-3.33E-01,-3.88E-02,3.89E-01,-7.62E-01,-5.33E+00,-1.56E+00,-1.46E+00,2.08E+00,-2.21E+00,-3.75E+00,-2.94E-01,-5.61E-02,-6.12E-01,-2.73E+00,1.84E+00,-1.19E+00,2.95E+00,-1.30E+00,1.41E+00,-6.49E-02,-7.22E-02,-2.46E-01,Normal
738,8/14/2022,51:08.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.36E-01,-1.20E-02,-3.05E-01,-3.46E-01,6.57E-01,-2.36E-01,-5.51E+00,-1.56E+00,-1.65E+00,1.97E+00,-1.91E+00,-3.94E+00,-1.87E-01,-6.05E-02,-2.93E-01,-3.12E+00,2.91E-01,-1.00E+00,9.50E-01,-1.36E+00,-1.39E-01,-5.62E-02,5.04E-02,-2.23E-01,Normal
739,8/14/2022,51:09.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.20E-01,-1.53E-02,-7.54E-02,-5.85E-01,6.64E-01,-1.19E-01,-5.60E+00,-1.57E+00,-1.74E+00,1.74E+00,-1.58E+00,-4.02E+00,-4.97E-02,-8.11E-02,-7.31E-01,-3.24E+00,-1.04E+00,-9.19E-01,7.73E-01,2.35E-01,9.17E-01,-8.57E-03,3.19E-02,-2.17E-01,Normal
740,8/14/2022,51:09.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.63E-02,-1.67E-02,1.43E-01,-8.22E-01,6.81E-01,-7.40E-02,-5.64E+00,-1.58E+00,-1.72E+00,1.38E+00,-1.24E+00,-4.07E+00,-3.68E-01,-2.07E-01,5.17E-02,-3.21E+00,-2.33E+00,-6.24E-01,1.82E+00,1.50E-01,1.54E+00,-3.32E-02,7.52E-03,-2.39E-01,Normal
741,8/14/2022,51:10.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.05E-02,-6.27E-03,1.24E-01,-3.95E-01,2.71E-01,-1.93E-02,-5.66E+00,-1.58E+00,-1.64E+00,1.08E+00,-1.02E+00,-4.09E+00,-1.64E-01,-2.12E-01,-1.94E-01,-2.33E+00,-4.39E+00,-2.57E-01,1.83E+00,1.96E-01,1.59E+00,-4.21E-02,5.08E-03,-2.22E-01,Normal
742,8/14/2022,51:10.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-5.83E-02,2.13E-04,-2.09E-01,1.67E-01,4.18E-02,-1.09E-04,-5.67E+00,-1.58E+00,-1.67E+00,1.11E+00,-1.02E+00,-4.09E+00,-3.65E-01,-1.25E-01,-5.13E-01,-8.35E-01,-3.21E+00,-4.06E-01,1.39E+00,-1.73E+00,9.73E-01,-5.84E-02,-7.34E-02,-1.02E-03,Normal
743,8/14/2022,51:11.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,2.17E-02,-7.45E-05,7.74E-02,-6.11E-02,-1.64E-02,4.02E-05,-5.70E+00,-1.58E+00,-1.77E+00,1.20E+00,-1.00E+00,-4.09E+00,9.60E-02,-1.00E-01,-4.74E-01,-1.29E+00,-4.06E+00,-4.61E-01,1.27E-01,7.59E-02,1.19E-01,5.28E-03,8.72E-03,1.59E-02,Normal
744,8/14/2022,51:11.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.81E-02,5.56E-03,3.22E-02,2.75E-01,-3.08E-01,2.19E-02,-5.66E+00,-1.58E+00,-1.66E+00,1.14E+00,-1.06E+00,-4.08E+00,3.01E-01,1.57E-02,-3.64E-01,-5.97E-01,-5.53E+00,6.76E-01,-5.99E+00,-1.36E+00,5.67E-01,-9.15E-02,3.19E-02,2.76E-01,Normal
745,8/14/2022,51:12.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.55E-02,1.67E-02,-1.50E-01,8.30E-01,-6.83E-01,7.31E-02,-5.63E+00,-1.57E+00,-1.74E+00,1.53E+00,-1.37E+00,-4.05E+00,2.94E-01,2.64E-01,-7.26E-01,-1.02E+00,-4.37E+00,6.86E-01,-7.93E+00,8.36E-02,-1.11E+00,-3.55E-02,8.39E-02,2.72E-01,Normal
746,8/14/2022,51:12.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.51E-01,1.44E-02,1.65E-01,4.96E-01,-6.66E-01,1.50E-01,-5.57E+00,-1.56E+00,-1.72E+00,1.84E+00,-1.70E+00,-4.00E+00,2.93E-01,3.52E-01,2.31E-01,-1.06E+00,-2.80E+00,7.67E-01,-6.13E+00,-9.60E-01,-2.36E-01,-6.02E-02,4.31E-02,2.73E-01,Normal
747,8/14/2022,51:13.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,3.21E-01,9.71E-03,3.68E-01,2.53E-01,-6.29E-01,3.21E-01,-5.46E+00,-1.56E+00,-1.58E+00,2.03E+00,-2.03E+00,-3.88E+00,2.65E-01,2.73E-01,-4.60E-02,-1.53E+00,-1.86E+00,1.23E+00,-7.45E+00,-1.38E+00,-7.69E-01,-1.09E-01,3.38E-02,2.41E-01,Normal
748,8/14/2022,51:13.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,6.69E-01,-1.84E-03,3.40E-01,4.31E-02,-3.99E-01,7.43E-01,-5.36E+00,-1.56E+00,-1.49E+00,2.08E+00,-2.18E+00,-3.78E+00,4.04E-01,1.37E-01,-1.65E-01,-1.46E+00,-8.45E-01,2.02E+00,-5.38E+00,-2.37E+00,7.12E-01,-1.41E-01,-7.71E-02,2.28E-01,Normal
749,8/14/2022,51:14.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.43E-01,2.41E-03,3.29E-01,9.18E-03,-3.46E-01,8.94E-01,-5.05E+00,-1.56E+00,-1.24E+00,2.10E+00,-2.45E+00,-3.18E+00,5.32E-02,3.09E-02,-1.79E-01,-1.43E+00,1.95E-01,1.54E+00,-5.88E+00,-5.42E-01,1.61E-02,-4.31E-03,-3.82E-02,1.92E-01,Normal
750,8/14/2022,51:14.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,3.30E-01,-9.00E-03,-2.57E-02,2.61E-03,1.91E-02,1.33E+00,-5.07E+00,-1.56E+00,-1.11E+00,2.10E+00,-2.59E+00,-2.71E+00,4.33E-01,-1.17E-01,-5.71E-01,-1.44E+00,2.62E+00,2.56E+00,-5.41E+00,-1.23E+00,9.62E-01,-3.94E-02,-9.62E-02,2.16E-01,Normal
751,8/14/2022,51:15.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.04E+00,-2.94E-02,-4.16E-01,3.59E-02,3.95E-01,1.92E+00,-4.65E+00,-1.57E+00,-1.25E+00,2.10E+00,-2.46E+00,-1.84E+00,3.09E-01,-1.66E-01,-5.64E-01,-1.07E+00,2.53E+00,2.76E+00,-5.32E+00,-3.63E+00,4.56E-01,-9.95E-02,2.61E-02,2.25E-01,Normal
752,8/14/2022,51:15.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,9.93E-01,5.67E-04,-4.24E-01,1.19E-01,3.41E-01,1.33E+00,-4.18E+00,-1.57E+00,-1.46E+00,2.15E+00,-2.27E+00,-1.05E+00,3.35E-01,2.44E-02,-6.50E-01,-1.44E+00,1.93E+00,2.04E+00,-5.87E+00,-1.56E+00,2.88E+00,7.31E-02,-8.27E-02,2.33E-01,Normal
753,8/14/2022,51:16.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,9.06E-01,1.77E-02,-6.54E-01,5.88E-02,6.15E-01,8.94E-01,-3.90E+00,-1.57E+00,-1.58E+00,2.16E+00,-2.15E+00,-7.56E-01,3.08E-01,2.50E-01,-7.94E-01,-1.30E+00,1.59E+00,1.44E+00,-6.17E+00,-2.43E+00,-4.19E-01,7.65E-04,1.01E-02,2.38E-01,Normal
754,8/14/2022,51:16.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.77E-01,-7.26E-04,-5.90E-01,9.82E-02,4.91E-01,1.62E-01,-3.52E+00,-1.56E+00,-1.94E+00,2.19E+00,-1.82E+00,-3.94E-01,2.86E-01,3.05E-01,-8.29E-01,-1.31E+00,2.37E-01,9.75E-01,-8.58E+00,-1.47E+00,7.94E-01,1.14E-02,2.15E-02,2.67E-01,Normal
755,8/14/2022,51:17.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.35E-03,-9.08E-04,-4.26E-01,1.34E-01,2.91E-01,-2.85E-04,-3.42E+00,-1.57E+00,-2.40E+00,2.30E+00,-1.47E+00,-3.03E-01,1.14E-01,-6.67E-02,-5.77E-01,-8.27E-01,-1.64E+00,-4.68E-02,-9.59E+00,-1.66E+00,3.74E+00,2.00E-02,-9.74E-02,2.74E-01,Normal
756,8/14/2022,51:17.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.42E+00,-1.57E+00,-2.44E+00,2.31E+00,-1.44E+00,-3.03E-01,9.61E-02,-5.11E-02,-2.85E-01,-1.79E+00,-2.90E+00,-1.21E-02,-1.00E+00,8.25E-03,-9.73E-01,2.24E-02,6.01E-02,2.29E-03,Normal
757,8/14/2022,51:18.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.05E-01,-1.23E-02,6.37E-01,-2.82E-01,-3.60E-01,-1.97E-01,-3.42E+00,-1.57E+00,-2.33E+00,2.27E+00,-1.51E+00,-3.04E-01,-1.27E-01,-2.39E-02,1.93E-01,-2.27E+00,-2.76E+00,-9.05E-01,1.55E-01,-4.97E-01,-6.13E-01,3.35E-02,6.32E-02,-2.34E-01,Normal
758,8/14/2022,51:18.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.83E-01,-1.84E-02,5.32E-01,-4.88E-01,-5.96E-02,-2.72E-01,-3.63E+00,-1.58E+00,-1.89E+00,1.99E+00,-1.68E+00,-5.00E-01,-3.94E-01,-1.32E-01,-2.11E-02,-3.12E+00,-2.43E+00,-1.00E+00,1.08E+00,1.78E-01,-3.41E-01,6.05E-02,1.04E-02,-2.73E-01,Normal
759,8/14/2022,51:19.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-2.44E-01,-1.55E-02,4.82E-01,-6.19E-01,1.18E-01,-2.33E-01,-3.76E+00,-1.59E+00,-1.63E+00,1.71E+00,-1.67E+00,-6.27E-01,-1.62E-01,-3.35E-01,-2.01E-01,-3.24E+00,-8.80E-01,-9.48E-01,1.16E+00,2.03E+00,-2.34E+00,1.33E-01,5.55E-02,-2.67E-01,Normal
760,8/14/2022,51:19.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.81E+00,-1.59E+00,-1.55E+00,1.60E+00,-1.64E+00,-6.69E-01,-1.04E-02,-2.53E-01,-1.14E-01,-2.15E+00,-1.31E+00,-7.07E-01,2.74E+00,1.09E+00,-1.47E+00,7.67E-02,3.53E-02,-2.57E-01,Normal
761,8/14/2022,51:20.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.79E+00,-1.59E+00,-1.54E+00,1.58E+00,-1.64E+00,-6.82E-01,3.80E-01,-3.67E-01,-7.45E-01,-1.72E+00,-2.01E+00,-1.12E+00,1.71E-01,-1.57E+00,3.37E-01,2.70E-02,9.24E-03,2.08E-01,Normal
762,8/14/2022,51:20.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,7.84E-01,-5.65E-02,-1.97E-01,-2.15E-02,5.80E-02,-1.97E-01,-3.64E+00,-1.60E+00,-1.58E+00,1.59E+00,-1.63E+00,-7.30E-01,3.21E-01,-8.99E-02,-3.32E-01,-1.67E+00,-1.40E+00,-1.07E+00,-8.87E-01,-2.69E-01,-7.42E-01,3.08E-02,1.54E-02,2.23E-01,Normal
763,8/14/2022,51:21.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,8.40E-01,-1.07E-01,-1.53E-01,-9.95E-02,1.31E-01,-1.39E-01,-3.04E+00,-1.65E+00,-1.72E+00,1.56E+00,-1.58E+00,-8.67E-01,2.78E-01,-1.37E-01,-5.96E-01,-2.47E+00,-1.55E+00,-8.96E-01,-1.71E+00,-7.13E-01,5.71E-01,2.22E-02,-1.62E-02,2.60E-01,Normal
764,8/14/2022,51:21.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,8.64E-01,-1.39E-01,-7.10E-02,-1.88E-01,1.94E-01,-1.01E-01,-2.61E+00,-1.71E+00,-1.78E+00,1.48E+00,-1.49E+00,-9.25E-01,2.53E-01,-1.78E-01,-7.02E-01,-2.65E+00,-2.09E+00,-5.98E-01,-1.01E+00,-2.40E-01,1.31E+00,5.21E-02,-2.10E-02,2.78E-01,Normal
765,8/14/2022,51:22.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-1.09E-01,2.45E-02,3.34E-02,-1.13E-01,6.20E-02,-1.11E-01,-2.55E+00,-1.72E+00,-1.77E+00,1.42E+00,-1.45E+00,-9.70E-01,-1.98E-01,1.27E-01,-1.32E-01,-3.43E+00,-1.49E+00,-1.40E+00,-7.41E-01,-1.23E+00,1.20E+00,2.78E-02,5.15E-02,6.77E-02,Normal
766,8/14/2022,51:22.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,-7.30E-02,1.79E-02,5.09E-02,-1.43E-01,8.34E-02,-7.46E-02,-2.63E+00,-1.70E+00,-1.74E+00,1.32E+00,-1.39E+00,-1.05E+00,-1.28E-01,3.80E-01,-4.03E-01,-3.28E+00,-2.13E+00,-1.26E+00,-1.60E+00,-1.08E+00,1.63E-01,4.13E-02,3.79E-02,5.65E-02,Normal
767,8/14/2022,51:23.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.69E+00,-1.69E+00,-1.75E+00,1.26E+00,-1.33E+00,-1.11E+00,-5.70E-02,3.07E-01,-6.06E-01,-1.80E+00,-3.27E+00,-4.72E-01,-1.40E+00,-6.72E-01,-2.56E-02,5.89E-02,1.39E-02,5.94E-02,Normal
768,8/14/2022,51:23.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,4.03E-03,-1.10E-03,5.12E-02,-4.28E-02,-7.93E-03,4.27E-03,-2.69E+00,-1.69E+00,-1.74E+00,1.26E+00,-1.33E+00,-1.11E+00,9.77E-02,1.39E-01,-2.76E-01,-3.00E+00,-4.23E+00,5.41E-01,-1.81E+00,1.84E-01,4.25E-01,2.64E-03,-8.29E-02,1.90E-01,Normal
769,8/14/2022,51:24.3,1,1,1.00E+00,9060,3,0,0,0,1,0,1,1.16E-02,-3.17E-03,1.47E-01,-1.29E-01,-1.69E-02,1.22E-02,-2.68E+00,-1.69E+00,-1.69E+00,1.21E+00,-1.34E+00,-1.10E+00,1.14E-01,-2.70E-01,-1.42E-01,-2.57E+00,-3.96E+00,5.15E-01,-1.46E+00,-9.18E-02,1.10E+00,-6.23E-02,-9.08E-02,2.16E-01,Normal
770,8/14/2022,51:24.8,1,1,1.00E+00,9060,3,0,0,0,1,0,1,5.66E-05,-1.57E-05,7.21E-04,-6.70E-04,-4.37E-05,5.98E-05,-2.68E+00,-1.69E+00,-1.66E+00,1.19E+00,-1.34E+00,-1.10E+00,2.31E-01,-3.22E-01,-1.04E-01,-2.65E+00,-4.17E+00,7.34E-01,-1.72E+00,-6.51E-02,1.10E+00,-5.91E-02,-8.22E-02,2.21E-01,Normal
